Year,imdb,Title,clean_test,binary,budget,domgross,intgross,,
1981,tt0081633,Time Bandits,No Talking between Women,FAIL,12000000,37400000,37400000,,
1980,tt0080339,Airplane!,Dubious,FAIL,3500000,83453539,83453539,,
1980,tt0080745,Flash Gordon,Dubious,FAIL,35000000,27107960,27107960,,
1980,tt0080761,Friday the 13th,Conversation About Men Only,FAIL,17000000,65002019,91700771,,
1980,tt0080855,Heaven&#39;s Gate,Less than Two Women,FAIL,44000000,3484331,3484331,,
1980,tt0081398,Raging Bull,No Talking between Women,FAIL,18000000,23380203,23380203,,
1980,tt0081534,Somewhere in Time,Conversation About Men Only,FAIL,5100000,9709597,9709597,,
1980,tt0080684,Star Wars: Episode V - The Empire Strikes Back,Less than Two Women,FAIL,23000000,290271960,534171960,,
1980,tt0081573,Superman II,Dubious,FAIL,54000000,108185706,108185706,,
1980,tt0080455,The Blues Brothers,No Talking between Women,FAIL,27000000,57229890,57229890,,
1980,tt0081505,The Shining,Conversation About Men Only,FAIL,19000000,44017374,44017374,,
