Year,imdb,Title,clean_test,binary,budget,domgross,intgross,totalgross
2007,tt0283503,Brooklyn Rules,ok,PASS,8000000,458232,458232,916464
2007,tt0423977,Charlie Bartlett,men,FAIL,12000000,3950294,5295909,9246203
2007,tt0472062,Charlie Wilson&#39;s War,ok,PASS,75000000,66661095,119512771,186173866
2007,tt0795368,Death at a Funeral,ok,PASS,21000000,42739347,48977233,91716580
2007,tt0848557,Diary of the Dead,ok,PASS,2750000,952620,5394447,6347067
2007,tt0486822,Disturbia,ok,PASS,20000000,80209692,117573043,197782735
2007,tt0765443,Eastern Promises,ok,PASS,50000000,17181265,55367342,72548607
2007,tt0461770,Enchanted,ok,PASS,85000000,127706877,340384141,468091018
2007,tt0486576,Fantastic Four: Rise of the Silver Surfer,dubious,FAIL,120000000,131921738,288215319,420137057
2007,tt0452623,Gone Baby Gone,ok,PASS,19000000,20300218,34619699,54919917
2007,tt0427327,Hairspray,ok,PASS,75000000,118871849,202871849,321743698
2007,tt0373883,Halloween,ok,PASS,15000000,58269151,77514401,135783552
2007,tt0367959,Hannibal Rising,notalk,FAIL,50000000,27669725,80583311,108253036
2007,tt0373889,Harry Potter and the Order of the Phoenix,ok,PASS,150000000,292004738,942943935,1234948673
2007,tt0465494,Hitman,nowomen,FAIL,17500000,39687694,99965792,139653486
2007,tt0498353,Hostel: Part II,ok,PASS,7500000,17544812,33606409,51151221
2007,tt0425112,Hot Fuzz,notalk,FAIL,16000000,23618786,81742618,105361404
2007,tt0787475,Hot Rod,notalk,FAIL,25000000,13938332,14334401,28272733
2007,tt0480249,I Am Legend,ok,PASS,150000000,256393010,585410052,841803062
2007,tt0758758,Into the Wild,notalk,FAIL,20000000,18354356,56395211,74749567
2007,tt0467406,Juno,ok,PASS,7000000,143495265,231450102,374945367
2007,tt0478311,Knocked Up,ok,PASS,27500000,148761765,219154490,367916255
2007,tt0805564,Lars and the real Girl,ok,PASS,12500000,5956480,10553442,16509922
2007,tt0337978,Live Free or Die Hard,notalk,FAIL,110000000,134529403,383531464,518060867
2007,tt0465538,Michael Clayton,men,FAIL,21500000,49033882,92987651,142021533
2007,tt0758766,Music and Lyrics,men,FAIL,40000000,50572589,145021477,195594066
2007,tt0477348,No Country for Old Men,dubious,FAIL,25000000,74273505,164051250,238324755
2007,tt0481141,No Reservations,ok,PASS,28000000,43107979,91665799,134773778
2007,tt1179904,Paranormal Activity,dubious,FAIL,450000,107918810,194183034,302101844
2007,tt0808417,Persepolis,ok,PASS,7300000,4443403,22742498,27185901
2007,tt0449088,Pirates of the Caribbean: At World&#39;s End,ok,PASS,300000000,309420425,960996492,1270416917
2007,tt0477071,Premonition,ok,PASS,20000000,47852604,81461343,129313947
2007,tt0382932,Ratatouille,nowomen,FAIL,150000000,206445654,626549695,832995349
2007,tt0432021,Resident Evil: Extinction,ok,PASS,45000000,50648679,146162920,196811599
2007,tt00293564,Rush Hour 3,notalk,FAIL,180000000,140125968,253025968,393151936
2007,tt0822854,Shooter,notalk,FAIL,60000000,47003582,95703582,142707164
2007,tt0413267,Shrek the Third,ok,PASS,160000000,322719944,807330936,1130050880
2007,tt0964587,St. Trinian&#39;s,ok,PASS,11400000,15000,22446568,22461568
2007,tt0486655,Stardust,ok,PASS,70000000,38634938,135556675,174191613
2007,tt0448134,Sunshine,notalk,FAIL,40000000,3688560,32030610,35719170
2007,tt0829482,Superbad,notalk,FAIL,17500000,121463226,169863226,291326452
2007,tt0815244,Sydney White,ok,PASS,16500000,11892415,13636339,25528754
2007,tt0780622,Teeth,dubious,FAIL,2000000,347578,2350641,2698219
2007,tt0825232,The Bucket List,notalk,FAIL,45000000,93466502,174310293,267776795
2007,tt0385752,The Golden Compass,ok,PASS,205000000,70107728,372234864,442342592
2007,tt0419887,The Kite Runner,nowomen,FAIL,20000000,15800078,74180745,89980823
2007,tt0756683,The Man from Earth,notalk,FAIL,200000,N/A,N/A,#VALUE!
2007,tt0425430,The Messengers,ok,PASS,16000000,35374833,53774833,89149666
2007,tt0884328,The Mist,ok,PASS,13000000,25593755,54777490,80371245
2007,tt0481369,The Number 23,notalk,FAIL,32000000,35193167,77593167,112786334
2007,tt0775529,The Savages,ok,PASS,9000000,6623082,10642023,17265105
2007,tt0780607,The Signal,men,FAIL,50000,251150,406299,657449
2007,tt0462538,The Simpsons Movie,ok,PASS,72500000,183135014,527071022,710206036
2007,tt0857191,The Visitor,dubious,FAIL,4000000,9427026,19174817,28601843
2007,tt0469494,There Will Be Blood,nowomen,FAIL,25000000,40222514,77208711,117431225
2007,tt0453556,TMNT,notalk,FAIL,35000000,54149098,96096018,150245116
2007,tt0418279,Transformers,notalk,FAIL,151000000,319246193,708272592,1027518785
2007,tt0861739,Tropa de Elite,ok,PASS,6537890,8744,14319195,14327939
2007,tt0473308,Waitress,ok,PASS,1500000,19097550,22217183,41314733
2007,tt0498399,We Own the Night,nowomen,FAIL,28000000,28563179,55307857,83871036
2007,tt0496436,White Noise 2: The Light,notalk,FAIL,10000000,N/A,8243567,#VALUE!
2006,tt0416449,300,nowomen,FAIL,60000000,210614939,454161935,664776874
2006,tt0405296,A Scanner Darkly,notalk,FAIL,20000000,5501616,7405084,12906700
2006,tt0437800,Akeelah and the Bee,ok,PASS,8000000,18848430,18959424,37807854
2006,tt0429591,Aquamarine,ok,PASS,12000000,18597342,22978953,41576295
2006,tt0416496,Bandidas,ok,PASS,35000000,N/A,18400000,#VALUE!
2006,tt0454082,Black Christmas,ok,PASS,9000000,16235738,16235738,32471476
2006,tt0450259,Blood Diamond,notalk,FAIL,100000000,57377916,171377916,228755832
2006,tt0479647,"Bon Cop, Bad Cop",notalk,FAIL,8000000,12671300,12671300,25342600
2006,tt0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,notalk,FAIL,18000000,128505958,261572744,390078702
2006,tt0470705,Bug,ok,PASS,4000000,7006708,7006708,14013416
2006,tt0317219,Cars,notalk,FAIL,70000000,244082982,461667967,705750949
2006,tt0381061,Casino Royale,notalk,FAIL,102000000,167365000,596365000,763730000
2006,tt0206634,Children of Men,ok,PASS,76000000,35552383,69450202,105002585
2006,tt0424345,Clerks II,dubious,FAIL,5000000,24148068,25894473,50042541
2006,tt0479884,Crank,nowomen,FAIL,12000000,27838408,43924923,71763331
2006,tt0405094,Das Leben Der Anderen,nowomen,FAIL,2000000,11284657,81197047,92481704
2006,tt0398913,DOA: Dead or Alive,ok,PASS,30000000,480314,7756224,8236538
2006,tt0457430,El laberinto del fauno (Pan's Labyrinth),ok,PASS,16000000,37634615,87041569,124676184
2006,tt0449010,Eragon,notalk,FAIL,100000000,75030163,249488115,324518278
2006,tt0457572,Fido,men,FAIL,8000000,298110,419801,717911
2006,tt0414982,Final Destination 3,ok,PASS,25000000,54098051,112798051,166896102
2006,tt0424095,Flushed Away,nowomen,FAIL,149000000,64665672,177665672,242331344
2006,tt0470765,For Your Consideration,ok,PASS,12000000,5549923,5549923,11099846
2006,tt0436331,Friends with Money,ok,PASS,6500000,13368437,17518322,30886759
2006,tt0438097,Ice Age: The Meltdown,notalk,FAIL,75000000,195330621,651899282,847229903
2006,tt0417225,Idlewild,ok,PASS,15000000,12669914,12669914,25339828
2006,tt0454848,Inside Man,dubious,FAIL,50000000,88634237,184634237,273268474
2006,tt0493430,Jackass Number Two,notalk,FAIL,11000000,72778712,85278712,158057424
2006,tt0452637,Lady in the Water,men,FAIL,75000000,42285169,72785169,115070338
2006,tt0408985,Last Holiday,ok,PASS,45000000,38399961,43343247,81743208
2006,tt0498380,Letters from Iwo Jima,notalk,FAIL,13000000,13756082,68756082,82512164
2006,tt0404203,Little Children,ok,PASS,14000000,5463019,14763019,20226038
2006,tt0449059,Little Miss Sunshine,ok,PASS,8000000,59891098,100550977,160442075
2006,tt0490166,London To Brighton,ok,PASS,825000,N/A,610776,#VALUE!
2006,tt0425210,Lucky Number Slevin,notalk,FAIL,27000000,22495466,55495466,77990932
2006,tt0483726,Man of the Year,notalk,FAIL,20000000,37442180,41342180,78784360
2006,tt0422720,Marie Antoinette,ok,PASS,40000000,15962471,60862471,76824942
2006,tt0482546,Miss Potter,ok,PASS,30000000,3005605,35891257,38896862
2006,tt0385880,Monster House,ok,PASS,75000000,73661010,141267370,214928380
2006,tt0457510,Nacho Libre,nowomen,FAIL,32000000,80197993,99296462,179494455
2006,tt0477347,Night at the Museum,ok,PASS,110000000,250863268,574480841,825344109
2006,tt0465551,Notes on a Scandal,ok,PASS,27500000,17510118,49752391,67262509
2006,tt0907657,Once,men,FAIL,150000,9445857,18997174,28443031
2006,tt0400717,Open Season,notalk,FAIL,85000000,85105259,189901703,275006962
2006,tt0401711,Paris je t&#39;aime,dubious,FAIL,13000000,4857374,4857374,9714748
2006,tt0396171,Perfume: The Story of a Murderer,ok,PASS,63700000,2223293,133603463,135826756
2006,tt0383574,Pirates of the Caribbean: Dead Man&#39;s Chest,men,FAIL,225000000,423315812,1060615812,1483931624
2006,tt0409182,Poseidon,men,FAIL,160000000,60674817,181674817,242349634
2006,tt0451176,Quinceanera,ok,PASS,400000,1692693,2522787,4215480
2006,tt0405508,Rang De Basanti,ok,PASS,5300000,2197694,29197694,31395388
2006,tt0439289,Running with Scissors,ok,PASS,12000000,6860000,8706701,15566701
2006,tt0454945,She&#39;s the Man,men,FAIL,25000000,33889159,55279608,89168767
2006,tt0423169,Sherrybaby,dubious,FAIL,2000000,199176,622806,821982
2006,tt0367027,Shortbus,ok,PASS,2000000,1985292,1985292,3970584
2006,tt0384537,Silent Hill,ok,PASS,50000000,46982632,99982632,146965264
2006,tt0439815,Slither,ok,PASS,15250000,7802450,12930343,20732793
2006,tt0475394,Smokin&#39; Aces,dubious,FAIL,17000000,35662731,56047261,91709992
2006,tt0417148,Snakes on a Plane,ok,PASS,33000000,34020814,62020814,96041628
2006,tt0405336,Southland Tales,ok,PASS,17000000,275380,364607,639987
2006,tt0430634,Stick It,ok,PASS,20000000,26910736,30399714,57310450
2006,tt0420223,Stranger Than Fiction,ok,PASS,30000000,40435190,45235190,85670380
2006,tt0348150,Superman Returns,notalk,FAIL,232000000,200120000,390874000,590994000
2006,tt0446046,Take the Lead,ok,PASS,30000000,34742066,65390493,100132559
2006,tt0429589,The Ant Bully,men,FAIL,45000000,28142535,49610898,77753433
2006,tt0452594,The Break Up,notalk,FAIL,52000000,118806699,202944203,321750902
2006,tt0382625,The Da Vinci Code,notalk,FAIL,125000000,217536138,767820459,985356597
2006,tt0783238,The Dead Girl,ok,PASS,3300000,19875,19875,39750
2006,tt0407887,The Departed,notalk,FAIL,90000000,133311000,290539042,423850042
2006,tt0458352,The Devil Wears Prada,ok,PASS,35000000,124740460,326551094,451291554
2006,tt0414993,The Fountain,dubious,FAIL,35000000,10144010,15461638,25605648
2006,tt0433386,The Grudge 2,ok,PASS,20000000,39143839,70743839,109887678
2006,tt0464049,The History Boys,notalk,FAIL,3700000,2730296,13425589,16155885
2006,tt0457939,The Holiday,ok,PASS,85000000,63280000,205190324,268470324
2006,tt0468492,The Host,ok,PASS,50000000,26623701,58188384,84812085
2006,tt0443543,The Illusionist,nowomen,FAIL,16500000,39868642,83792062,123660704
2006,tt0410297,The Lake House,dubious,FAIL,40000000,52330111,114830111,167160222
2006,tt0446755,The Painted Veil,dubious,FAIL,19400000,8060487,15118795,23179282
2006,tt0482571,The Prestige,notalk,FAIL,40000000,53089891,107896006,160985897
2006,tt0454921,The Pursuit of Happyness,nowomen,FAIL,55000000,162586036,307325633,469911669
2006,tt0436697,The Queen,dubious,FAIL,15000000,56441711,128885873,185327584
2006,tt0460989,The Wind That Shakes the Barley,notalk,FAIL,8300000,1829142,25670174,27499316
2006,tt0370032,Ultraviolet,notalk,FAIL,30000000,18522064,20722064,39244128
2006,tt0441909,Volver,ok,PASS,9400000,12899867,85599867,98499734
2006,tt0758794,We Are Marshall,notalk,FAIL,65000000,43545364,43545364,87090728
2006,tt0455857,When a Stranger Calls,ok,PASS,15000000,47860214,66944472,114804686
2006,tt0477139,Wristcutters: A Love Story,notalk,FAIL,1000000,446165,460136,906301
2006,tt0376994,X-Men: The Last Stand,ok,PASS,210000000,234362462,459359555,693722017
2006,tt0463034,"You, Me and Dupree",notalk,FAIL,54000000,75802010,130402010,206204020
2006,tt0383060,Zoom,ok,PASS,35000000,11989328,12506188,24495516
2006,tt0389557,Zwartboek,ok,PASS,22000000,4398532,27238354,31636886
2005,tt0402022,AEon Flux,ok,PASS,55000000,25857987,47953341,73811328
2005,tt0398712,Assault on Precinct 13,ok,PASS,30000000,20040895,36040895,56081790
2005,tt0372784,Batman Begins,notalk,FAIL,150000000,205343774,373298774,578642548
2005,tt0388500,Beauty Shop,ok,PASS,25000000,36351350,38351350,74702700
2005,tt0374536,Bewitched,ok,PASS,80000000,63313159,131159306,194472465
2005,tt0383222,BloodRayne,dubious,FAIL,25000000,2405420,3605420,6010840
2005,tt0357507,Boogeyman,men,FAIL,20000000,46752382,67192859,113945241
2005,tt0439478,Boynton Beach Club,ok,PASS,2900000,3127472,3127472,6254944
2005,tt0393109,Brick,notalk,FAIL,450000,2075743,4087493,6163236
2005,tt0388795,Brokeback Mountain,notalk,FAIL,13900000,83043761,174097801,257141562
2005,tt0379725,Capote,dubious,FAIL,7000000,28750530,49924079,78674609
2005,tt0367594,Charlie and the Chocolate Factory,ok,PASS,150000000,206459076,474459076,680918152
2005,tt0451094,Chinjeolhan geumjassi,ok,PASS,4500000,211667,23471871,23683538
2005,tt0352248,Cinderella Man,men,FAIL,88000000,61649911,108539911,170189822
2005,tt0393162,Coach Carter,ok,PASS,45000000,67264877,76669806,143934683
2005,tt0360486,Constantine,notalk,FAIL,75000000,75976178,230884728,306860906
2005,tt0435623,Conversations with Other Women,nowomen,FAIL,450000,379418,909061,1288479
2005,tt0121164,Corpse Bride,dubious,FAIL,30000000,53359111,114770654,168129765
2005,tt0257516,Cursed,ok,PASS,35000000,19294901,25114901,44409802
2005,tt0342258,Danny the dog,notalk,FAIL,43000000,24537621,49037621,73575242
2005,tt0382628,Dark Water,ok,PASS,60000000,25473093,49473093,74946186
2005,tt0342272,Dear Wendy,notalk,FAIL,8000000,23106,446438,469544
2005,tt0421054,Domino,ok,PASS,50000000,10169202,22969202,33138404
2005,tt0419706,Doom,notalk,FAIL,70000000,28212337,54612337,82824674
2005,tt0120667,Fantastic Four,notalk,FAIL,87500000,154696080,330717080,485413160
2005,tt0408790,Flightplan,ok,PASS,55000000,89706988,225706988,315413976
2005,tt0369441,Fun with Dick and Jane,ok,PASS,140000000,110550000,201798116,312348116
2005,tt0433383,"Good Night, and Good Luck.",notalk,FAIL,7000000,31501218,56586901,88088119
2005,tt0424136,Hard Candy,ok,PASS,950000,1024640,8267066,9291706
2005,tt0330373,Harry Potter and the Goblet of Fire,notalk,FAIL,150000000,290013036,896911078,1186924114
2005,tt0400497,Herbie Fully Loaded,ok,PASS,50000000,66010682,144110682,210121364
2005,tt0382077,Hide and Seek,ok,PASS,25000000,51100486,123100486,174200972
2005,tt0386588,Hitch,men,FAIL,55000000,177784257,366784257,544568514
2005,tt0443536,Hoodwinked!,ok,PASS,17500000,51386611,109843390,161230001
2005,tt0450278,Hostel,notalk,FAIL,4800000,47326473,82241110,129567583
2005,tt0410097,Hustle &amp; Flow,dubious,FAIL,2800000,22202809,23563727,45766536
2005,tt0396652,Ice Princess,ok,PASS,25000000,24381334,25732334,50113668
2005,tt0418763,Jarhead,nowomen,FAIL,72000000,62647540,96947540,159595080
2005,tt0418773,Junebug,ok,PASS,1000000,2678010,3557954,6235964
2005,tt0425123,Just Like Heaven,ok,PASS,58000000,48318130,100687083,149005213
2005,tt0360717,King Kong,nowomen,FAIL,207000000,218080025,550517357,768597382
2005,tt0320661,Kingdom of Heaven,nowomen,FAIL,110000000,47398413,218853353,266251766
2005,tt0373469,Kiss Kiss Bang Bang,notalk,FAIL,15000000,4235837,13105837,17341674
2005,tt0399295,Lord of War,men,FAIL,42000000,24149632,62142629,86292261
2005,tt0351283,Madagascar,nowomen,FAIL,75000000,193595521,556559566,750155087
2005,tt0331933,Man of the House,ok,PASS,50000000,19699706,22099706,41799412
2005,tt0416320,Match Point,ok,PASS,15000000,23089926,87989926,111079852
2005,tt0415978,Me and You and Everyone We Know,ok,PASS,2000000,3885134,8425527,12310661
2005,tt0397535,Memoirs of a Geisha,ok,PASS,85000000,57010853,161510853,218521706
2005,tt0366780,MirrorMask,ok,PASS,4000000,864959,963224,1828183
2005,tt0385307,Miss Congeniality 2: Armed &amp; Fabulous,ok,PASS,60000000,48478006,101382396,149860402
2005,tt0356910,Mr. &amp; Mrs. Smith,men,FAIL,110000000,186336279,478336279,664672558
2005,tt0408306,Munich,notalk,FAIL,75000000,47379090,130279090,177658180
2005,tt0395972,North Country,ok,PASS,30000000,18324242,25224242,43548484
2005,tt0380599,Oliver Twist,notalk,FAIL,65000000,2070920,26670920,28741840
2005,tt0414387,Pride and Prejudice,ok,PASS,28000000,38372662,120918508,159291170
2005,tt0377107,Proof,ok,PASS,20000000,7535331,8284331,15819662
2005,tt0421239,Red Eye,ok,PASS,26000000,57891803,95555805,153447608
2005,tt0294870,Rent,ok,PASS,40000000,29077547,31670620,60748167
2005,tt0358082,Robots,notalk,FAIL,80000000,128200012,260700012,388900024
2005,tt0432348,Saw II,dubious,FAIL,5000000,87025093,152925093,239950186
2005,tt0379786,Serenity,ok,PASS,39000000,25514517,38514517,64029034
2005,tt0338427,Shopgirl,men,FAIL,7500000,10284523,11758418,22042941
2005,tt0401792,Sin City,ok,PASS,40000000,74103820,158753820,232857640
2005,tt0474361,Sisters in Law,ok,PASS,300000,33312,33312,66624
2005,tt0405325,Sky High,ok,PASS,60000000,63939454,81627454,145566908
2005,tt0362165,Son of the Mask,notalk,FAIL,100000000,17018422,59918422,76936844
2005,tt0121766,Star Wars: Episode III - Revenge of the Sith,notalk,FAIL,115000000,380270577,848998877,1229269454
2005,tt0382992,Stealth,notalk,FAIL,138000000,32116746,76416746,108533492
2005,tt0369994,Strangers with Candy,ok,PASS,2000000,2072645,2077844,4150489
2005,tt0427944,Thank You for Smoking,notalk,FAIL,7500000,24793509,40016662,64810171
2005,tt0405422,The 40 Year Old Virgin,men,FAIL,26000000,109449237,177360047,286809284
2005,tt0424774,The Adventures of Sharkboy and Lavagirl 3-D,notalk,FAIL,50000000,39177684,69425966,108603650
2005,tt0384806,The Amityville Horror,ok,PASS,18500000,65233369,109175673,174409042
2005,tt0357110,The Ballad of Jack and Rose,ok,PASS,1500000,712294,1126258,1838552
2005,tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",ok,PASS,180000000,291710957,748806957,1040517914
2005,tt0387131,The Constant Gardener,ok,PASS,25500000,33579798,81079798,114659596
2005,tt0435625,The Descent,ok,PASS,7000000,26024456,57029609,83054065
2005,tt0395584,The Devil&#39;s Rejects,ok,PASS,7000000,17044981,20940428,37985409
2005,tt0404032,The Exorcism of Emily Rose,ok,PASS,18000000,75072454,144587700,219660154
2005,tt0432291,The Fog,ok,PASS,18000000,29511112,37048526,66559638
2005,tt0371724,The Hitchhiker&#39;s Guide to the Galaxy,notalk,FAIL,45000000,51019112,104019112,155038224
2005,tt0399201,The Island,ok,PASS,120000000,35818913,163018913,198837826
2005,tt0366627,The Jacket,men,FAIL,28500000,6301131,15452978,21754109
2005,tt0386140,The Legend of Zorro,notalk,FAIL,80000000,45575336,141475336,187050672
2005,tt0402399,The New World,dubious,FAIL,30000000,12712093,26184400,38896493
2005,tt0377109,The Ring Two,ok,PASS,50000000,75941727,161941727,237883454
2005,tt0397101,The Skeleton Key,ok,PASS,40000000,47907715,92256918,140164633
2005,tt0367089,The Squid and the Whale,men,FAIL,1500000,7372734,11191423,18564157
2005,tt0372532,The Wedding Date,ok,PASS,15000000,31726995,47175038,78902033
2005,tt0407265,Transamerica,ok,PASS,1000000,9015303,16553163,25568466
2005,tt0423409,Tristram Shandy: A Cock and Bull Story,men,FAIL,4750000,1253413,3061763,4315176
2005,tt0434409,V for Vendetta,ok,PASS,50000000,70511035,129231542,199742577
2005,tt0348333,Waiting...,ok,PASS,1125000,16124543,18673274,34797817
2005,tt0358273,Walk the Line,ok,PASS,29000000,119519402,187707495,307226897
2005,tt0407304,War of the Worlds,notalk,FAIL,132000000,234280354,606836535,841116889
2005,tt0240200,Water,ok,PASS,3000000,5529144,8119205,13648349
2005,tt0375210,White Noise,notalk,FAIL,10000000,56094360,92094360,148188720
2005,tt0443295,"Yours, Mine and Ours",ok,PASS,45000000,53359917,72359917,125719834
2005,tt0406375,Zathura: A Space Adventure,nowomen,FAIL,65000000,28045540,58545540,86591080
2004,tt0337563,13 Going on 30,ok,PASS,30000000,57139723,96439723,153579446
2004,tt0212712,2046,ok,PASS,12000000,1442338,19202856,20645194
2004,tt0343660,50 First Dates,men,FAIL,75000000,120776832,196324496,317101328
2004,tt0356470,A Cinderella Story,ok,PASS,19000000,51438175,70067909,121506084
2004,tt0359423,A Home at the End of The World,dubious,FAIL,6500000,1029017,1033810,2062827
2004,tt0344510,A Very Long Engagement,ok,PASS,55000000,6167817,59606587,65774404
2004,tt0357413,Anchorman: The Legend of Ron Burgundy,men,FAIL,25000000,84136909,89366354,173503263
2004,tt0327437,Around the World in 80 Days,notalk,FAIL,110000000,24004159,72004159,96008318
2004,tt0370263,AVP: Alien vs. Predator,dubious,FAIL,70000000,80281096,172543519,252824615
2004,tt0414852,Banlieue 13,nowomen,FAIL,15000000,1200216,11208291,12408507
2004,tt0381681,Before Sunset,nowomen,FAIL,2000000,5792822,11293790,17086612
2004,tt0317198,Bridget Jones: The Edge of Reason,ok,PASS,50000000,40203020,263894551,304097571
2004,tt0327554,Catwoman,ok,PASS,100000000,40202379,82145379,122347758
2004,tt0337921,Cellular,ok,PASS,45000000,32003620,61475984,93479604
2004,tt0376541,Closer,ok,PASS,35000000,33987757,115476509,149464266
2004,tt0369339,Collateral,nowomen,FAIL,60000000,100170152,217670152,317840304
2004,tt0345074,Connie and Carla,ok,PASS,20000000,8047525,8047525,16095050
2004,tt0375679,Crash,ok,PASS,7303082,55334418,101173038,156507456
2004,tt0367631,D.E.B.S.,ok,PASS,3500000,96793,96793,193586
2004,tt0363547,Dawn of the Dead,ok,PASS,28000000,58990765,103452875,162443640
2004,tt0364725,Dodgeball: A True Underdog Story,ok,PASS,30000000,114326736,167791704,282118440
2004,tt0327679,Ella Enchanted,ok,PASS,35000000,22913677,22913677,45827354
2004,tt0338013,Eternal Sunshine of the Spotless Mind,men,FAIL,20000000,34366518,72993444,107359962
2004,tt0349416,Eulogy,ok,PASS,10000000,70527,70527,141054
2004,tt0308644,Finding Neverland,ok,PASS,25000000,51676606,115036108,166712714
2004,tt0377062,Flight of the Phoenix,nowomen,FAIL,75000000,21009180,34009180,55018360
2004,tt0333766,Garden State,ok,PASS,2500000,26782316,36028802,62811118
2004,tt0366551,Harold and Kumar Go to White Castle,ok,PASS,9000000,18225165,18225165,36450330
2004,tt0304141,Harry Potter and the Prisoner of  Azkaban,ok,PASS,130000000,249538952,796688549,1046227501
2004,tt0167190,Hellboy,notalk,FAIL,60000000,59623958,99823958,159447916
2004,tt0299172,Home on the Range,ok,PASS,110000000,50026353,76482461,126508814
2004,tt0356721,I Heart Huckabees,ok,PASS,22000000,12784713,20034713,32819426
2004,tt0343818,"I, Robot",notalk,FAIL,105000000,144801023,348601023,493402046
2004,tt0385267,In Good Company,notalk,FAIL,26000000,45489752,63489752,108979504
2004,tt0362269,Kinsey,ok,PASS,11000000,10214647,13000959,23215606
2004,tt0373074,Kung Fu Hustle,nowomen,FAIL,20000000,17104669,101004669,118109338
2004,tt0375912,Layer Cake,notalk,FAIL,6500000,2339957,11850214,14190171
2004,tt0339291,Lemony Snicket&#39;s A Series of Unfortunate Events,ok,PASS,100000000,118627117,201627117,320254234
2004,tt0390221,Maria Full of Grace,ok,PASS,3200000,6529624,14441158,20970782
2004,tt0377092,Mean Girls,ok,PASS,18000000,86047227,130953026,217000253
2004,tt0405159,Million Dollar Baby,ok,PASS,30000000,100492203,232016402,332508605
2004,tt0349825,Miracle,notalk,FAIL,28000000,64378093,64474705,128852798
2004,tt0382189,My Summer of Love,ok,PASS,1700000,1000915,4951476,5952391
2004,tt0374900,Napoleon Dynamite,notalk,FAIL,400000,44540956,46122713,90663669
2004,tt0363282,New York Minute,notalk,FAIL,40000000,14018364,21215882,35234246
2004,tt0390384,Primer,notalk,FAIL,7000,424760,565846,990606
2004,tt0350028,Raising Helen,ok,PASS,50000000,37485528,43340302,80825830
2004,tt0350258,Ray,dubious,FAIL,40000000,75305995,124823094,200129089
2004,tt0318627,Resident Evil: Apocalypse,ok,PASS,50000000,50740078,128940078,179680156
2004,tt0332375,Saved!,ok,PASS,5000000,8886160,10228228,19114388
2004,tt0387564,Saw,men,FAIL,1200000,55185045,103096345,158281390
2004,tt0363988,Secret Window,notalk,FAIL,40000000,47958031,92111551,140069582
2004,tt0307453,Shark Tale,notalk,FAIL,75000000,161412000,367825111,529237111
2004,tt0365748,Shaun of the Dead,ok,PASS,5000000,13542874,30332385,43875259
2004,tt0298148,Shrek 2,ok,PASS,70000000,441226247,937008132,1378234379
2004,tt0375063,Sideways,ok,PASS,17000000,71502303,109874155,181376458
2004,tt0346156,Sky Captain and the World of Tomorrow,ok,PASS,70000000,37760080,49730854,87490934
2004,tt0371246,Spanglish,ok,PASS,75000000,42044321,54344321,96388642
2004,tt0316654,Spider-Man 2,notalk,FAIL,200000000,373524485,783705001,1157229486
2004,tt0372588,Team America: World Police,men,FAIL,20000000,32774834,50274834,83049668
2004,tt0338751,The Aviator,notalk,FAIL,110000000,102608827,214608827,317217654
2004,tt0372183,The Bourne Supremacy,men,FAIL,85000000,176087450,288587450,464674900
2004,tt0289879,The Butterfly Effect,men,FAIL,13000000,57924679,96046844,153971523
2004,tt0296572,The Chronicles of Riddick,men,FAIL,120000000,57712751,107212751,164925502
2004,tt0319262,The Day After Tomorrow,ok,PASS,125000000,186740799,556319450,743060249
2004,tt0391198,The Grudge,ok,PASS,10000000,110359362,187281115,297640477
2004,tt0317705,The Incredibles,ok,PASS,92000000,261441092,632107545,893548637
2004,tt0362270,The Life Aquatic with Steve Zissou,men,FAIL,50000000,24006726,34806726,58813452
2004,tt0332280,The Notebook,dubious,FAIL,30000000,81001787,102276787,183278574
2004,tt0293508,The Phantom of the Opera,men,FAIL,55000000,51225796,158225796,209451592
2004,tt0338348,The Polar Express,notalk,FAIL,170000000,194949659,319049659,513999318
2004,tt0368933,The Princess Diaries 2: Royal Engagement,ok,PASS,45000000,95149435,122071435,217220870
2004,tt0327162,The Stepford Wives,ok,PASS,100000000,59475623,96221971,155697594
2004,tt0362227,The Terminal,notalk,FAIL,75000000,77073959,218673959,295747918
2004,tt0368447,The Village,ok,PASS,71682975,114197520,257641634,371839154
2004,tt0327247,The Whole Ten Yards,notalk,FAIL,30000000,16323969,26323969,42647938
2004,tt0332452,Troy,notalk,FAIL,150000000,133298577,484161265,617459842
2004,tt0338526,Van Helsing,ok,PASS,170000000,120150546,300150546,420301092
2004,tt0383694,Vera Drake,ok,PASS,11000000,3753806,13353855,17107661
2004,tt0381707,White Chicks,ok,PASS,20000000,69148997,111448997,180597994
2004,tt0360201,Wimbledon,ok,PASS,35000000,16862585,41666476,58529061
2003,tt0322259,2 Fast 2 Furious,notalk,FAIL,76000000,127120058,236220058,363340116
2003,tt0315733,21 grams,dubious,FAIL,20000000,16248701,59667625,75916326
2003,tt0319061,Big Fish,notalk,FAIL,70000000,66432867,123432867,189865734
2003,tt0310778,Bon voyage,ok,PASS,20000000,2353728,8361736,10715464
2003,tt0315327,Bruce Almighty,ok,PASS,81000000,242704995,483473962,726178957
