Year,imdb,Title,clean_test,binary,budget,gross,grosscode,,,,,
1980,tt0080716,Fame,ok,PASS,18000000,77956957,International Gross,,,,,
2005,tt0120667,Fantastic Four,notalk,FAIL,87500000,154696080,Domestic Gross (US),,,,,
2005,tt0120667,Fantastic Four,notalk,FAIL,87500000,330717080,International Gross,,,,,
2007,tt0486576,Fantastic Four: Rise of the Silver Surfer,dubious,FAIL,120000000,131921738,Domestic Gross (US),,,,,
2007,tt0486576,Fantastic Four: Rise of the Silver Surfer,dubious,FAIL,120000000,288215319,International Gross,,,,,
2009,tt0432283,Fantastic Mr. Fox,notalk,FAIL,40000000,21002919,Domestic Gross (US),,,,,
2009,tt0432283,Fantastic Mr. Fox,notalk,FAIL,40000000,46498922,International Gross,,,,,
2002,tt0297884,Far from Heaven,ok,PASS,13500000,15901849,Domestic Gross (US),,,,,
2002,tt0297884,Far from Heaven,ok,PASS,13500000,29027914,International Gross,,,,,
1996,tt0116282,Fargo,ok,PASS,7000000,24567751,Domestic Gross (US),,,,,
1996,tt0116282,Fargo,ok,PASS,7000000,51204567,International Gross,,,,,
2009,tt1013752,Fast &amp; Furious,notalk,FAIL,85000000,155064265,Domestic Gross (US),,,,,
2009,tt1013752,Fast &amp; Furious,notalk,FAIL,85000000,363064265,International Gross,,,,,
2013,tt1905041,Fast and Furious 6,ok,PASS,160000000,238679850,Domestic Gross (US),,,,,
2013,tt1905041,Fast and Furious 6,ok,PASS,160000000,788128122,International Gross,,,,,
2011,tt1596343,Fast Five,ok,PASS,125000000,209837675,Domestic Gross (US),,,,,
2011,tt1596343,Fast Five,ok,PASS,125000000,629841284,International Gross,,,,,
1982,tt0083929,Fast Times at Ridgemont High,men,FAIL,4500000,27092880,Domestic Gross (US),,,,,
1982,tt0083929,Fast Times at Ridgemont High,men,FAIL,4500000,27092880,International Gross,,,,,
2010,tt1433108,Faster,nowomen,FAIL,12000000,23240020,Domestic Gross (US),,,,,
2010,tt1433108,Faster,nowomen,FAIL,12000000,35658648,International Gross,,,,,
1987,tt0093010,Fatal Attraction,dubious,FAIL,14000000,156645693,Domestic Gross (US),,,,,
1987,tt0093010,Fatal Attraction,dubious,FAIL,14000000,320100000,International Gross,,,,,
1998,tt0120669,Fear and Loathing in Las Vegas,notalk,FAIL,18500000,10680275,Domestic Gross (US),,,,,
1998,tt0120669,Fear and Loathing in Las Vegas,notalk,FAIL,18500000,13711903,International Gross,,,,,
1998,tt0154420,Festen (The Celebration),dubious,FAIL,1300000,1647780,Domestic Gross (US),,,,,
1998,tt0154420,Festen (The Celebration),dubious,FAIL,1300000,1647780,International Gross,,,,,
1997,tt0119114,Fever Pitch,ok,PASS,40000000,42071069,Domestic Gross (US),,,,,
1997,tt0119114,Fever Pitch,ok,PASS,40000000,50071069,International Gross,,,,,
2006,tt0457572,Fido,men,FAIL,8000000,298110,Domestic Gross (US),,,,,
2006,tt0457572,Fido,men,FAIL,8000000,419801,International Gross,,,,,
1999,tt0137523,Fight Club,notalk,FAIL,65000000,37030102,Domestic Gross (US),,,,,
1999,tt0137523,Fight Club,notalk,FAIL,65000000,100853753,International Gross,,,,,
2000,tt0195714,Final Destination,notalk,FAIL,23000000,53302314,Domestic Gross (US),,,,,
2000,tt0195714,Final Destination,notalk,FAIL,23000000,112036870,International Gross,,,,,
2003,tt0309593,Final Destination 2,ok,PASS,26000000,46896664,Domestic Gross (US),,,,,
2003,tt0309593,Final Destination 2,ok,PASS,26000000,90396664,International Gross,,,,,
2006,tt0414982,Final Destination 3,ok,PASS,25000000,54098051,Domestic Gross (US),,,,,
2006,tt0414982,Final Destination 3,ok,PASS,25000000,112798051,International Gross,,,,,
2011,tt1622979,Final Destination 5,men,FAIL,40000000,42587643,Domestic Gross (US),,,,,
2011,tt1622979,Final Destination 5,men,FAIL,40000000,157887643,International Gross,,,,,
2003,tt0266543,Finding Nemo,notalk,FAIL,94000000,380529370,Domestic Gross (US),,,,,
2003,tt0266543,Finding Nemo,notalk,FAIL,94000000,906465556,International Gross,,,,,
2004,tt0308644,Finding Neverland,ok,PASS,25000000,51676606,Domestic Gross (US),,,,,
2004,tt0308644,Finding Neverland,ok,PASS,25000000,115036108,International Gross,,,,,
2009,tt1083456,Fired Up!,notalk,FAIL,20000000,17231291,Domestic Gross (US),,,,,
2009,tt1083456,Fired Up!,notalk,FAIL,20000000,18608570,International Gross,,,,,
2008,tt1129423,Fireproof,men,FAIL,500000,33456317,Domestic Gross (US),,,,,
2008,tt1129423,Fireproof,men,FAIL,500000,33473297,International Gross,,,,,
1982,tt0083944,First Blood,nowomen,FAIL,14000000,47212904,Domestic Gross (US),,,,,
1982,tt0083944,First Blood,nowomen,FAIL,14000000,125212904,International Gross,,,,,
2009,tt1232776,Fish Tank,ok,PASS,3000000,374675,Domestic Gross (US),,,,,
2009,tt1232776,Fish Tank,ok,PASS,3000000,5922292,International Gross,,,,,
1980,tt0080745,Flash Gordon,dubious,FAIL,35000000,27107960,Domestic Gross (US),,,,,
1980,tt0080745,Flash Gordon,dubious,FAIL,35000000,27107960,International Gross,,,,,
1983,tt0085549,Flashdance,ok,PASS,7000000,90463574,Domestic Gross (US),,,,,
1983,tt0085549,Flashdance,ok,PASS,7000000,201463574,International Gross,,,,,
1990,tt0099582,Flatliners,ok,PASS,26000000,61308153,Domestic Gross (US),,,,,
1990,tt0099582,Flatliners,ok,PASS,26000000,61308153,International Gross,,,,,
1999,tt0155711,Flawless,notalk,FAIL,27000000,4485485,Domestic Gross (US),,,,,
1999,tt0155711,Flawless,notalk,FAIL,27000000,4485485,International Gross,,,,,
2012,tt1907668,Flight,dubious,FAIL,31000000,93772375,Domestic Gross (US),,,,,
2012,tt1907668,Flight,dubious,FAIL,31000000,161772375,International Gross,,,,,
2004,tt0377062,Flight of the Phoenix,nowomen,FAIL,75000000,21009180,Domestic Gross (US),,,,,
2004,tt0377062,Flight of the Phoenix,nowomen,FAIL,75000000,34009180,International Gross,,,,,
2005,tt0408790,Flightplan,ok,PASS,55000000,89706988,Domestic Gross (US),,,,,
2005,tt0408790,Flightplan,ok,PASS,55000000,225706988,International Gross,,,,,
1997,tt0119137,Flubber,men,FAIL,80000000,92993801,Domestic Gross (US),,,,,
1997,tt0119137,Flubber,men,FAIL,80000000,177993801,International Gross,,,,,
2006,tt0424095,Flushed Away,nowomen,FAIL,149000000,64665672,Domestic Gross (US),,,,,
2006,tt0424095,Flushed Away,nowomen,FAIL,149000000,177665672,International Gross,,,,,
2008,tt0486321,Fly Me to the Moon,nowomen,FAIL,25000000,14543943,Domestic Gross (US),,,,,
2008,tt0486321,Fly Me to the Moon,nowomen,FAIL,25000000,57546746,International Gross,,,,,
2011,tt1068242,Footloose,ok,PASS,24000000,51802742,Domestic Gross (US),,,,,
2011,tt1068242,Footloose,ok,PASS,24000000,63412773,International Gross,,,,,
2010,tt1405500,For Colored Girls,ok,PASS,21000000,37729698,Domestic Gross (US),,,,,
2010,tt1405500,For Colored Girls,ok,PASS,21000000,38017873,International Gross,,,,,
1999,tt0126916,For Love of the Game,men,FAIL,50000000,35188640,Domestic Gross (US),,,,,
1999,tt0126916,For Love of the Game,men,FAIL,50000000,46112640,International Gross,,,,,
2006,tt0470765,For Your Consideration,ok,PASS,12000000,5549923,Domestic Gross (US),,,,,
2006,tt0470765,For Your Consideration,ok,PASS,12000000,5549923,International Gross,,,,,
2008,tt0800039,Forgetting Sarah Marshall,ok,PASS,30000000,63172463,Domestic Gross (US),,,,,
2008,tt0800039,Forgetting Sarah Marshall,ok,PASS,30000000,105173042,International Gross,,,,,
1994,tt0109830,Forrest Gump,notalk,FAIL,55000000,329694499,Domestic Gross (US),,,,,
1994,tt0109830,Forrest Gump,notalk,FAIL,55000000,679400525,International Gross,,,,,
2008,tt0369436,Four Christmases,ok,PASS,80000000,120146040,Domestic Gross (US),,,,,
2008,tt0369436,Four Christmases,ok,PASS,80000000,163546040,International Gross,,,,,
1995,tt0113101,Four rooms,notalk,FAIL,4000000,4301000,Domestic Gross (US),,,,,
1995,tt0113101,Four rooms,notalk,FAIL,4000000,4301000,International Gross,,,,,
2012,tt1142977,Frankenweenie,nowomen,FAIL,39000000,35287788,Domestic Gross (US),,,,,
2012,tt1142977,Frankenweenie,nowomen,FAIL,39000000,81150788,International Gross,,,,,
2003,tt0322330,Freaky Friday,ok,PASS,26000000,110222438,Domestic Gross (US),,,,,
2003,tt0322330,Freaky Friday,ok,PASS,26000000,160822438,International Gross,,,,,
1996,tt0116361,Freeway,ok,PASS,3000000,295493,Domestic Gross (US),,,,,
1996,tt0116361,Freeway,ok,PASS,3000000,295493,International Gross,,,,,
2002,tt0120679,Frida,men,FAIL,12000000,25885000,Domestic Gross (US),,,,,
2002,tt0120679,Frida,men,FAIL,12000000,55710675,International Gross,,,,,
2009,tt0758746,Friday the 13th,men,FAIL,17000000,65002019,Domestic Gross (US),,,,,
2009,tt0758746,Friday the 13th,men,FAIL,17000000,91700771,International Gross,,,,,
1980,tt0080761,Friday the 13th,men,FAIL,17000000,65002019,Domestic Gross (US),,,,,
1980,tt0080761,Friday the 13th,men,FAIL,17000000,91700771,International Gross,,,,,
1981,tt0082418,Friday the 13th Part 2,notalk,FAIL,1250000,21722776,Domestic Gross (US),,,,,
1981,tt0082418,Friday the 13th Part 2,notalk,FAIL,1250000,21722776,International Gross,,,,,
1982,tt0083972,Friday the 13th Part III,dubious,FAIL,2250000,36690067,Domestic Gross (US),,,,,
1982,tt0083972,Friday the 13th Part III,dubious,FAIL,2250000,36690067,International Gross,,,,,
1984,tt0087298,Friday the 13th Part IV: The Final Chapter,ok,PASS,2600000,32980880,Domestic Gross (US),,,,,
1984,tt0087298,Friday the 13th Part IV: The Final Chapter,ok,PASS,2600000,32980880,International Gross,,,,,
2006,tt0436331,Friends with Money,ok,PASS,6500000,13368437,Domestic Gross (US),,,,,
2006,tt0436331,Friends with Money,ok,PASS,6500000,17518322,International Gross,,,,,
2011,tt1438176,Fright Night,dubious,FAIL,30000000,18298649,Domestic Gross (US),,,,,
2011,tt1438176,Fright Night,dubious,FAIL,30000000,40520649,International Gross,,,,,
1996,tt0116367,From Dusk Till Dawn,notalk,FAIL,20000000,25728961,Domestic Gross (US),,,,,
1996,tt0116367,From Dusk Till Dawn,notalk,FAIL,20000000,25728961,International Gross,,,,,
2001,tt0120681,From Hell,dubious,FAIL,35000000,31598308,Domestic Gross (US),,,,,
2001,tt0120681,From Hell,dubious,FAIL,35000000,68712365,International Gross,,,,,
2008,tt0870111,Frost/Nixon,notalk,FAIL,29000000,18622031,Domestic Gross (US),,,,,
2008,tt0870111,Frost/Nixon,notalk,FAIL,29000000,28144586,International Gross,,,,,
2013,tt2294629,Frozen,ok,PASS,150000000,393050114,Domestic Gross (US),,,,,
2013,tt2294629,Frozen,ok,PASS,150000000,1004550114,International Gross,,,,,
2010,tt1323045,Frozen,notalk,FAIL,150000000,393050114,Domestic Gross (US),,,,,
2010,tt1323045,Frozen,notalk,FAIL,150000000,1004550114,International Gross,,,,,
2008,tt0978759,Frozen River,ok,PASS,1000000,2511476,Domestic Gross (US),,,,,
2008,tt0978759,Frozen River,ok,PASS,1000000,6030129,International Gross,,,,,
2005,tt0369441,Fun with Dick and Jane,ok,PASS,140000000,110550000,Domestic Gross (US),,,,,
2005,tt0369441,Fun with Dick and Jane,ok,PASS,140000000,201798116,International Gross,,,,,
2002,tt0327753,Funny Ha Ha,ok,PASS,30000,77070,Domestic Gross (US),,,,,
2002,tt0327753,Funny Ha Ha,ok,PASS,30000,77070,International Gross,,,,,
2009,tt1201167,Funny People,notalk,FAIL,72500000,51855045,Domestic Gross (US),,,,,
2009,tt1201167,Funny People,notalk,FAIL,72500000,71880305,International Gross,,,,,
2009,tt0436339,G-Force,notalk,FAIL,150000000,119436770,Domestic Gross (US),,,,,
2009,tt0436339,G-Force,notalk,FAIL,150000000,287389685,International Gross,,,,,
1997,tt0119173,G.I. Jane,ok,PASS,50000000,48169156,Domestic Gross (US),,,,,
1997,tt0119173,G.I. Jane,ok,PASS,50000000,48169156,International Gross,,,,,
2013,tt1583421,G.I. Joe: Retaliation,ok,PASS,140000000,122523060,Domestic Gross (US),,,,,
2013,tt1583421,G.I. Joe: Retaliation,ok,PASS,140000000,371923060,International Gross,,,,,
2009,tt1046173,G.I. Joe: The Rise of Cobra,notalk,FAIL,175000000,150201498,Domestic Gross (US),,,,,
2009,tt1046173,G.I. Joe: The Rise of Cobra,notalk,FAIL,175000000,302469017,International Gross,,,,,
2008,tt0876563,Gake no ue no Ponyo,ok,PASS,34000000,15090399,Domestic Gross (US),,,,,
2008,tt0876563,Gake no ue no Ponyo,ok,PASS,34000000,205312666,International Gross,,,,,
1999,tt0177789,Galaxy Quest,notalk,FAIL,45000000,71423726,Domestic Gross (US),,,,,
1999,tt0177789,Galaxy Quest,notalk,FAIL,45000000,90523726,International Gross,,,,,
2009,tt1034032,Gamer,notalk,FAIL,50000000,20534907,Domestic Gross (US),,,,,
2009,tt1034032,Gamer,notalk,FAIL,50000000,35062683,International Gross,,,,,
2002,tt0217505,Gangs of New York,notalk,FAIL,97000000,77730500,Domestic Gross (US),,,,,
2002,tt0217505,Gangs of New York,notalk,FAIL,97000000,190400000,International Gross,,,,,
2013,tt1321870,Gangster Squad,notalk,FAIL,60000000,46000903,Domestic Gross (US),,,,,
2013,tt1321870,Gangster Squad,notalk,FAIL,60000000,104100903,International Gross,,,,,
2004,tt0333766,Garden State,ok,PASS,2500000,26782316,Domestic Gross (US),,,,,
2004,tt0333766,Garden State,ok,PASS,2500000,36028802,International Gross,,,,,
1997,tt0119177,Gattaca,notalk,FAIL,36000000,12532777,Domestic Gross (US),,,,,
1997,tt0119177,Gattaca,notalk,FAIL,36000000,12532777,International Gross,,,,,
1997,tt0119190,George of the Jungle,ok,PASS,55000000,105263257,Domestic Gross (US),,,,,
1997,tt0119190,George of the Jungle,ok,PASS,55000000,174463257,International Gross,,,,,
2002,tt0302674,Gerry,nowomen,FAIL,7000000,254683,Domestic Gross (US),,,,,
2002,tt0302674,Gerry,nowomen,FAIL,7000000,254683,International Gross,,,,,
2010,tt1226229,Get Him To The Greek,notalk,FAIL,40000000,61153526,Domestic Gross (US),,,,,
2010,tt1226229,Get Him To The Greek,notalk,FAIL,40000000,91455875,International Gross,,,,,
2009,tt1194263,Get Low,notalk,FAIL,7000000,9176933,Domestic Gross (US),,,,,
2009,tt1194263,Get Low,notalk,FAIL,7000000,9696933,International Gross,,,,,
1998,tt0162973,Get Real,men,FAIL,2000000,1152411,Domestic Gross (US),,,,,
1998,tt0162973,Get Real,men,FAIL,2000000,1152411,International Gross,,,,,
1993,tt0107007,Gettysburg,nowomen,FAIL,25000000,10731997,Domestic Gross (US),,,,,
1993,tt0107007,Gettysburg,nowomen,FAIL,25000000,10731997,International Gross,,,,,
1990,tt0099653,Ghost,men,FAIL,22000000,217631306,Domestic Gross (US),,,,,
1990,tt0099653,Ghost,men,FAIL,22000000,517600000,International Gross,,,,,
2008,tt0995039,Ghost Town,notalk,FAIL,20000000,13252641,Domestic Gross (US),,,,,
2008,tt0995039,Ghost Town,notalk,FAIL,20000000,26612350,International Gross,,,,,
2001,tt0162346,Ghost World,ok,PASS,5500000,6217849,Domestic Gross (US),,,,,
2001,tt0162346,Ghost World,ok,PASS,5500000,8761608,International Gross,,,,,
1984,tt0087332,Ghostbusters,notalk,FAIL,30000000,238632124,Domestic Gross (US),,,,,
1984,tt0087332,Ghostbusters,notalk,FAIL,30000000,291632124,International Gross,,,,,
2003,tt0335119,Girl with a Pearl Earring,ok,PASS,12000000,11634362,Domestic Gross (US),,,,,
2003,tt0335119,Girl with a Pearl Earring,ok,PASS,12000000,43281552,International Gross,,,,,
1999,tt0172493,"Girl, Interrupted",ok,PASS,24000000,28871190,Domestic Gross (US),,,,,
1999,tt0172493,"Girl, Interrupted",ok,PASS,24000000,28871190,International Gross,,,,,
2000,tt0172495,Gladiator,nowomen,FAIL,103000000,187683805,Domestic Gross (US),,,,,
2000,tt0172495,Gladiator,nowomen,FAIL,103000000,457683805,International Gross,,,,,
1992,tt0104348,Glengarry Glen Ross,nowomen,FAIL,12500000,10725228,Domestic Gross (US),,,,,
1992,tt0104348,Glengarry Glen Ross,nowomen,FAIL,12500000,10725228,International Gross,,,,,
2013,tt2425486,Gloria,ok,PASS,30000000,4167493,Domestic Gross (US),,,,,
2013,tt2425486,Gloria,ok,PASS,30000000,4967493,International Gross,,,,,
1999,tt0139239,Go!,ok,PASS,6500000,16875273,Domestic Gross (US),,,,,
1999,tt0139239,Go!,ok,PASS,6500000,28383441,International Gross,,,,,
1998,tt0120685,Godzilla,dubious,FAIL,125000000,136314294,Domestic Gross (US),,,,,
1998,tt0120685,Godzilla,dubious,FAIL,125000000,376000000,International Gross,,,,,
2010,tt1322312,Going the Distance,ok,PASS,32000000,17804299,Domestic Gross (US),,,,,
2010,tt1322312,Going the Distance,ok,PASS,32000000,39990165,International Gross,,,,,
2007,tt0452623,Gone Baby Gone,ok,PASS,19000000,20300218,Domestic Gross (US),,,,,
2007,tt0452623,Gone Baby Gone,ok,PASS,19000000,34619699,International Gross,,,,,
2000,tt0187078,Gone in Sixty Seconds,notalk,FAIL,103300000,101643008,Domestic Gross (US),,,,,
2000,tt0187078,Gone in Sixty Seconds,notalk,FAIL,103300000,232643008,International Gross,,,,,
1987,tt0093105,"Good Morning, Vietnam",notalk,FAIL,13000000,123922370,Domestic Gross (US),,,,,
1987,tt0093105,"Good Morning, Vietnam",notalk,FAIL,13000000,123922370,International Gross,,,,,
2005,tt0433383,"Good Night, and Good Luck.",notalk,FAIL,7000000,31501218,Domestic Gross (US),,,,,
2005,tt0433383,"Good Night, and Good Luck.",notalk,FAIL,7000000,56586901,International Gross,,,,,
1997,tt0119217,Good Will Hunting,nowomen,FAIL,10000000,138433435,Domestic Gross (US),,,,,
1997,tt0119217,Good Will Hunting,nowomen,FAIL,10000000,225933435,International Gross,,,,,
2003,tt0301357,Goodbye Lenin!,ok,PASS,6400000,4063859,Domestic Gross (US),,,,,
2003,tt0301357,Goodbye Lenin!,ok,PASS,6400000,79384539,International Gross,,,,,
1990,tt0099685,Goodfellas,men,FAIL,25000000,46743809,Domestic Gross (US),,,,,
1990,tt0099685,Goodfellas,men,FAIL,25000000,46743809,International Gross,,,,,
2001,tt0280707,Gosford Park,ok,PASS,18000000,41300105,Domestic Gross (US),,,,,
2001,tt0280707,Gosford Park,ok,PASS,18000000,41300105,International Gross,,,,,
2008,tt1205489,Gran Torino,men,FAIL,25000000,148095302,Domestic Gross (US),,,,,
2008,tt1205489,Gran Torino,men,FAIL,25000000,274543085,International Gross,,,,,
2013,tt1454468,Gravity,nowomen,FAIL,110000000,271814796,Domestic Gross (US),,,,,
2013,tt1454468,Gravity,nowomen,FAIL,110000000,708714796,International Gross,,,,,
2011,tt1133985,Green Lantern,notalk,FAIL,200000000,116601172,Domestic Gross (US),,,,,
2011,tt1133985,Green Lantern,notalk,FAIL,200000000,231201172,International Gross,,,,,
2010,tt0947810,Green Zone,nowomen,FAIL,100000000,35497337,Domestic Gross (US),,,,,
2010,tt0947810,Green Zone,nowomen,FAIL,100000000,97523020,International Gross,,,,,
1984,tt0087363,Gremlins,notalk,FAIL,11000000,148168459,Domestic Gross (US),,,,,
1984,tt0087363,Gremlins,notalk,FAIL,11000000,148168459,International Gross,,,,,
1997,tt0119229,Grosse Pointe Blank,ok,PASS,15000000,28084357,Domestic Gross (US),,,,,
1997,tt0119229,Grosse Pointe Blank,ok,PASS,15000000,31070412,International Gross,,,,,
1993,tt0107048,Groundhog Day,men,FAIL,14600000,70906973,Domestic Gross (US),,,,,
1993,tt0107048,Groundhog Day,men,FAIL,14600000,70906973,International Gross,,,,,
2010,tt1375670,Grown Ups,ok,PASS,75000000,162001186,Domestic Gross (US),,,,,
2010,tt1375670,Grown Ups,ok,PASS,75000000,272223430,International Gross,,,,,
2013,tt2191701,Grown Ups 2,men,FAIL,80000000,133668525,Domestic Gross (US),,,,,
2013,tt2191701,Grown Ups 2,men,FAIL,80000000,247023808,International Gross,,,,,
2010,tt1376195,Gunless,men,FAIL,9900000,458054,Domestic Gross (US),,,,,
2010,tt1376195,Gunless,men,FAIL,9900000,458054,International Gross,,,,,
2007,tt0427327,Hairspray,ok,PASS,75000000,118871849,Domestic Gross (US),,,,,
2007,tt0427327,Hairspray,ok,PASS,75000000,202871849,International Gross,,,,,
2011,tt0480687,Hall Pass,men,FAIL,36000000,45060734,Domestic Gross (US),,,,,
2011,tt0480687,Hall Pass,men,FAIL,36000000,83693266,International Gross,,,,,
2007,tt0373883,Halloween,ok,PASS,15000000,58269151,Domestic Gross (US),,,,,
2007,tt0373883,Halloween,ok,PASS,15000000,77514401,International Gross,,,,,
1998,tt0120694,Halloween H20: 20 Years Later,ok,PASS,17000000,55041738,Domestic Gross (US),,,,,
1998,tt0120694,Halloween H20: 20 Years Later,ok,PASS,17000000,55041738,International Gross,,,,,
1981,tt0082495,Halloween II,ok,PASS,2500000,25533818,Domestic Gross (US),,,,,
1981,tt0082495,Halloween II,ok,PASS,2500000,25533818,International Gross,,,,,
1996,tt0116477,Hamlet,notalk,FAIL,2000000,1577287,Domestic Gross (US),,,,,
1996,tt0116477,Hamlet,notalk,FAIL,2000000,2419669,International Gross,,,,,
2008,tt1104733,Hamlet 2,ok,PASS,9000000,4886216,Domestic Gross (US),,,,,
2008,tt1104733,Hamlet 2,ok,PASS,9000000,4898285,International Gross,,,,,
2008,tt0448157,Hancock,nowomen,FAIL,150000000,227946274,Domestic Gross (US),,,,,
2008,tt0448157,Hancock,nowomen,FAIL,150000000,624346274,International Gross,,,,,
2011,tt0993842,Hanna,ok,PASS,30000000,40259119,Domestic Gross (US),,,,,
2011,tt0993842,Hanna,ok,PASS,30000000,65343694,International Gross,,,,,
2012,tt2243973,Hannibal,ok,PASS,87000000,165092266,Domestic Gross (US),,,,,
2012,tt2243973,Hannibal,ok,PASS,87000000,350100280,International Gross,,,,,
2001,tt0212985,Hannibal,ok,PASS,87000000,165092266,Domestic Gross (US),,,,,
2001,tt0212985,Hannibal,ok,PASS,87000000,350100280,International Gross,,,,,
2007,tt0367959,Hannibal Rising,notalk,FAIL,50000000,27669725,Domestic Gross (US),,,,,
2007,tt0367959,Hannibal Rising,notalk,FAIL,50000000,80583311,International Gross,,,,,
2013,tt1428538,Hansel &amp; Gretel: Witch Hunters,ok,PASS,50000000,55703475,Domestic Gross (US),,,,,
2013,tt1428538,Hansel &amp; Gretel: Witch Hunters,ok,PASS,50000000,225703475,International Gross,,,,,
1998,tt0147612,Happiness,ok,PASS,3000000,2746453,Domestic Gross (US),,,,,
1998,tt0147612,Happiness,ok,PASS,3000000,5746453,International Gross,,,,,
2005,tt0424136,Hard Candy,ok,PASS,950000,1024640,Domestic Gross (US),,,,,
2005,tt0424136,Hard Candy,ok,PASS,950000,8267066,International Gross,,,,,
2004,tt0366551,Harold and Kumar Go to White Castle,ok,PASS,9000000,18225165,Domestic Gross (US),,,,,
2004,tt0366551,Harold and Kumar Go to White Castle,ok,PASS,9000000,18225165,International Gross,,,,,
1996,tt0116493,Harriet the Spy,ok,PASS,13000000,26570048,Domestic Gross (US),,,,,
1996,tt0116493,Harriet the Spy,ok,PASS,13000000,26570048,International Gross,,,,,
2009,tt1289406,Harry Brown,notalk,FAIL,7300000,1818681,Domestic Gross (US),,,,,
2009,tt1289406,Harry Brown,notalk,FAIL,7300000,6294140,International Gross,,,,,
2002,tt0295297,Harry Potter and the Chamber of Secrets,ok,PASS,100000000,261987880,Domestic Gross (US),,,,,
2002,tt0295297,Harry Potter and the Chamber of Secrets,ok,PASS,100000000,878979634,International Gross,,,,,
2010,tt0926084,Harry Potter and the Deathly Hallows: Part 1,ok,PASS,125000000,295983305,Domestic Gross (US),,,,,
2010,tt0926084,Harry Potter and the Deathly Hallows: Part 1,ok,PASS,125000000,956399711,International Gross,,,,,
2011,tt1201607,Harry Potter and the Deathly Hallows: Part 2,notalk,FAIL,125000000,381011219,Domestic Gross (US),,,,,
2011,tt1201607,Harry Potter and the Deathly Hallows: Part 2,notalk,FAIL,125000000,1328111219,International Gross,,,,,
2005,tt0330373,Harry Potter and the Goblet of Fire,notalk,FAIL,150000000,290013036,Domestic Gross (US),,,,,
2005,tt0330373,Harry Potter and the Goblet of Fire,notalk,FAIL,150000000,896911078,International Gross,,,,,
2009,tt0417741,Harry Potter and the Half-Blood Prince,ok,PASS,250000000,301959197,Domestic Gross (US),,,,,
2009,tt0417741,Harry Potter and the Half-Blood Prince,ok,PASS,250000000,934416487,International Gross,,,,,
2007,tt0373889,Harry Potter and the Order of the Phoenix,ok,PASS,150000000,292004738,Domestic Gross (US),,,,,
2007,tt0373889,Harry Potter and the Order of the Phoenix,ok,PASS,150000000,942943935,International Gross,,,,,
2004,tt0304141,Harry Potter and the Prisoner of  Azkaban,ok,PASS,130000000,249538952,Domestic Gross (US),,,,,
2004,tt0304141,Harry Potter and the Prisoner of  Azkaban,ok,PASS,130000000,796688549,International Gross,,,,,
2001,tt0241527,Harry Potter and the Sorcerer&#39;s Stone,ok,PASS,125000000,317575550,Domestic Gross (US),,,,,
2001,tt0241527,Harry Potter and the Sorcerer&#39;s Stone,ok,PASS,125000000,974755371,International Gross,,,,,
2011,tt1506999,Haywire,nowomen,FAIL,23000000,18942396,Domestic Gross (US),,,,,
2011,tt1506999,Haywire,nowomen,FAIL,23000000,22176190,International Gross,,,,,
2009,tt1001508,He&#39;s Just Not That Into You,ok,PASS,40000000,93953653,Domestic Gross (US),,,,,
2009,tt1001508,He&#39;s Just Not That Into You,ok,PASS,40000000,178390243,International Gross,,,,,
1980,tt0080855,Heaven&#39;s Gate,nowomen,FAIL,44000000,3484331,Domestic Gross (US),,,,,
1980,tt0080855,Heaven&#39;s Gate,nowomen,FAIL,44000000,3484331,International Gross,,,,,
1981,tt0082509,Heavy Metal,notalk,FAIL,9300000,19571091,Domestic Gross (US),,,,,
1981,tt0082509,Heavy Metal,notalk,FAIL,9300000,19571091,International Gross,,,,,
2001,tt0248845,Hedwig and the Angry Inch,ok,PASS,6000000,3067312,Domestic Gross (US),,,,,
2001,tt0248845,Hedwig and the Angry Inch,ok,PASS,6000000,3643900,International Gross,,,,,
2004,tt0167190,Hellboy,notalk,FAIL,60000000,59623958,Domestic Gross (US),,,,,
2004,tt0167190,Hellboy,notalk,FAIL,60000000,99823958,International Gross,,,,,
1987,tt0093177,Hellraiser,ok,PASS,1000000,14564000,Domestic Gross (US),,,,,
1987,tt0093177,Hellraiser,ok,PASS,1000000,14564000,International Gross,,,,,
1989,tt0097499,Henry V,ok,PASS,9000000,10161099,Domestic Gross (US),,,,,
1989,tt0097499,Henry V,ok,PASS,9000000,10161099,International Gross,,,,,
2013,tt1798709,Her,men,FAIL,23000000,25000178,Domestic Gross (US),,,,,
2013,tt1798709,Her,men,FAIL,23000000,33029713,International Gross,,,,,
2008,tt1227929,Herb &amp; Dorothy,ok,PASS,82500000,75986503,Domestic Gross (US),,,,,
2008,tt1227929,Herb &amp; Dorothy,ok,PASS,82500000,160388063,International Gross,,,,,
2005,tt0400497,Herbie Fully Loaded,ok,PASS,50000000,66010682,Domestic Gross (US),,,,,
2005,tt0400497,Herbie Fully Loaded,ok,PASS,50000000,144110682,International Gross,,,,,
1997,tt0119282,Hercules,ok,PASS,70000000,99112101,Domestic Gross (US),,,,,
1997,tt0119282,Hercules,ok,PASS,70000000,250700000,International Gross,,,,,
1992,tt0104412,Hero,notalk,FAIL,42000000,19487173,Domestic Gross (US),,,,,
1992,tt0104412,Hero,notalk,FAIL,42000000,66787173,International Gross,,,,,
2011,tt1403177,Hesher,notalk,FAIL,7000000,382946,Domestic Gross (US),,,,,
